DISTRICT,Murder,Sex Crime,Missing,Robbery,Theft,Public Nuisance,Fraud,Arson,Gun Violence,Assault,Harrassment,Human Trafficking,Accident,Others,total
ANDAMAN ISLANDS,21,184,146,775,1836,115,262,80,910,168,134,0,32,3638,7377
NICOBAR ISLANDS,2,4,2,24,46,0,6,3,34,8,1,0,0,117,235
TOTAL,27,218,188,981,2248,140,336,98,1105,214,164,0,42,4443,9102
A and N ISLANDS,2,6,24,104,224,17,31,11,99,21,20,0,4,337,807
CAR,0,0,2,1,8,0,2,0,4,1,0,0,1,8,24
NORTH,0,8,0,7,26,0,3,0,8,2,3,0,0,70,115
SOUTH,2,16,14,70,108,8,32,4,50,14,6,0,5,273,544
