DISTRICT,Murder,Sex Crime,Missing,Robbery,Theft,Public Nuisance,Fraud,Arson,Gun Violence,Assault,Harrassment,Human Trafficking,Accident,Others,total
NORTH GOA,56,338,226,2310,9276,459,1114,150,1297,184,163,0,1511,5659,18248
SOUTH GOA,30,362,246,1743,6814,354,785,122,990,144,151,0,1153,4289,13803
TOTAL,86,700,472,4053,16090,813,1899,272,2287,328,314,0,2664,9948,32051
