DISTRICT,Murder,Sex Crime,Missing,Robbery,Theft,Public Nuisance,Fraud,Arson,Gun Violence,Assault,Harrassment,Human Trafficking,Accident,Others,total
MAHE,50,82,152,704,7774,1027,293,112,6078,365,256,0,1327,15815,30420
TOTAL,104,154,338,1236,14732,1785,701,190,10694,613,389,0,2602,27490,54116
KARAIKAL,6,24,36,126,946,209,65,25,1364,108,31,0,298,2500,5291
PUDUCHERRY,48,48,150,406,6012,549,343,53,3252,140,102,0,977,9175,18405
