DISTRICT,Murder,Sex Crime,Missing,Robbery,Theft,Public Nuisance,Fraud,Arson,Gun Violence,Assault,Harrassment,Human Trafficking,Accident,Others,total
DAMAN,4,34,50,474,972,214,131,30,159,15,19,0,255,473,2398
DIU,1,6,12,64,156,52,39,4,31,0,18,0,56,188,550
TOTAL,5,40,62,538,1128,266,170,34,190,15,37,0,311,661,2948
